AOI불량률,LOT,Result Ng2,초물 DES 속도,DRY FILM 정보,선폭 OFFSET,양산DES 속도,통합코드,거래처,제품군,공법구분,LAYER,도금구분,노광 설비정보,DES 설비정보,정면 설비정보,Cu 표면두께 USL,Cu 표면두께 SL,Cu 표면두께 LSL,Cu 표면두께 Max_Val,Cu 표면두께 AVG_VAL,Cu 표면두께 Min_Val,Cu 표면두께 Std_Val,Cu 표면두께 Median_Val,부식 Speed,재작업 공정,재작업사유,CL_Etching(염화동) - Cu,CL_Etching(염화동) - HCl,CL_Etching(염화동) - 비중,CL_Etching(염화동) - 온도,CL_Etching-첨가제(HB-120EF),CL_Etching량,CL_Soft Etch - H2SO4,CL_Soft Etch - SPS,CL_박리액 - 농도,CL_수세수 - pH,CL_현상액 - 농도,LCL_Etch factor,LCL_Etching(염화동) - Cu,LCL_Etching(염화동) - HCl,LCL_Etching(염화동) - 비중,LCL_Etching(염화동) - 온도,LCL_Etching-첨가제(HB-120EF),LCL_Etching량,LCL_Soft Etch - H2SO4,LCL_Soft Etch - SPS,LCL_박리액 - 농도,LCL_수세수 - pH,LCL_현상액 - pH,LCL_현상액 - 농도,LSL_Etch factor,LSL_Etching(염화동) - Cu,LSL_Etching(염화동) - HCl,LSL_Etching(염화동) - 비중,LSL_Etching(염화동) - 온도,LSL_Etching-첨가제(HB-120EF),LSL_Etching량,LSL_Soft Etch - H2SO4,LSL_Soft Etch - SPS,LSL_박리액 - 농도,LSL_수세수 - pH,LSL_현상액 - pH,LSL_현상액 - 농도,SL_Etching(염화동) - Cu,SL_Etching(염화동) - HCl,SL_Etching(염화동) - 비중,SL_Etching(염화동) - 온도,SL_Etching-첨가제(HB-120EF),SL_Etching량,SL_Soft Etch - H2SO4,SL_Soft Etch - SPS,SL_박리액 - 농도,SL_수세수 - pH,SL_현상액 - 농도,USL_Etching(염화동) - Cu,USL_Etching(염화동) - HCl,USL_Etching(염화동) - 비중,USL_Etching(염화동) - 온도,USL_Etching-첨가제(HB-120EF),USL_Etching량,USL_Soft Etch - Cu,USL_Soft Etch - H2SO4,USL_Soft Etch - SPS,USL_박리액 - 농도,USL_수세수 - Cl-,USL_수세수 - pH,USL_현상액 - 농도,분석치_Etch factor,분석치_Etching(염화동) - Cu,분석치_Etching(염화동) - HCl,분석치_Etching(염화동) - 비중,분석치_Etching(염화동) - 온도,분석치_Etching-첨가제(HB-120EF),분석치_Etching량,분석치_Soft Etch - Cu,분석치_Soft Etch - H2SO4,분석치_Soft Etch - SPS,분석치_박리액 - 농도,분석치_수세수 - Cl-,분석치_수세수 - pH,분석치_현상액 - pH,분석치_현상액 - 농도
0,A20000,/OK,2.801928543,DF_1,-7.488948493,2.798807565,MDL-000,Client_A,PRD_A,Quartz,10,Alpha,EXP-001,DES-001,PRE-001,24,17,10,19.16232741,17.91943861,16.88809697,0.467409549,17.95943817,2.8,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.291028853,150.4684085,0.519787575,1.369145156,48.12102738,3.021214142,45.19044391,4.45267226,2.950470112,32.72841511,3.037668663,0,6.36530277,11.29909771,1.188188118
0,A20001,/OK,2.102267301,DF_2,-4.98886515,2.098484502,MDL-001,Client_B,PRD_B,Onyx,16,Beta,EXP-002,DES-002,PRE-002,50,40,30,42.84917306,40.56778919,38.14229223,1.114467669,40.57485204,2.1,,,155,1,1.35,48,3,45,3,30,3,6.4,1.1,4.3,134,0.79,1.315,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.7,1.3,43,2.6,42,2,10,2,5.3,10.1,0.9,155,1,1.35,48,3,45,3,30,3,6.4,1.1,185,1.3,1.4,53,3.4,48,30,4,50,4,1,7.5,1.3,46.76138075,152.1023596,1.018728589,1.351890692,47.85999297,2.900838399,45.93984326,5.078015755,3.213591011,31.62797391,3.120704352,0,6.443386462,11.37890267,1.121086555
0,A20002,/OK,2.096442389,DF_2,-4.998324836,2.101130234,MDL-001,Client_B,PRD_B,Onyx,16,Beta,EXP-002,DES-002,PRE-002,50,40,30,44.08644048,42.05969377,40.50945556,0.972073696,41.80983363,2.1,,,155,1,1.35,48,3,45,3,30,3,6.4,1.1,4.3,134,0.79,1.315,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.7,1.3,43,2.6,42,2,10,2,5.3,10.1,0.9,155,1,1.35,48,3,45,3,30,3,6.4,1.1,185,1.3,1.4,53,3.4,48,30,4,50,4,1,7.5,1.3,46.785826,151.9270658,1.019669155,1.34890951,48.00383304,2.900342035,45.93699386,5.078512858,3.219145396,31.66937347,3.123512992,0,6.431321818,11.37738273,1.119036646
0,A20003,/OK,2.100273011,DF_2,-4.988864267,2.100198584,MDL-001,Client_B,PRD_B,Onyx,16,Beta,EXP-003,DES-002,PRE-002,50,40,30,44.72949625,41.84565769,40.05924852,1.271134282,41.59127068,2.1,,,155,1,1.35,48,3,45,3,30,3,6.4,1.1,4.3,134,0.79,1.315,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.7,1.3,43,2.6,42,2,10,2,5.3,10.1,0.9,155,1,1.35,48,3,45,3,30,3,6.4,1.1,185,1.3,1.4,53,3.4,48,30,4,50,4,1,7.5,1.3,46.90180015,152.3310331,1.021458495,1.350359569,47.88651367,2.901043364,45.91444092,5.084968854,3.218435278,31.5728197,3.122116762,0,6.45184128,11.38827981,1.120659239
0,A20004,/OK,2.797953727,DF_1,-7.505139189,2.801641865,MDL-000,Client_A,PRD_A,Quartz,10,Alpha,EXP-004,DES-001,PRE-001,24,17,10,17.61062897,15.57364193,14.66872345,0.693526134,15.59624142,2.8,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.292234988,150.7821555,0.520413602,1.371110173,48.12727447,3.020449876,45.18208581,4.443602386,2.945306262,32.67535687,3.042417613,0,6.356229907,11.26822436,1.190505572
0,A20005,/OK,2.002760862,DF_2,-5.000850829,2.002431007,MDL-002,Client_C,PRD_C,Garnet,16,Alpha,EXP-001,DES-001,PRE-003,35,25,18,29.16596572,26.40438542,24.35988918,1.166035451,26.30872831,2,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.293980056,150.6779091,0.520213741,1.371490668,48.08138848,3.020977684,45.19223772,4.450482699,2.949220941,32.75220648,3.041974449,0,6.361986483,11.26187283,1.190282806
0,A20006,/OK,2.002457396,DF_2,-4.995839812,2.002141592,MDL-002,Client_C,PRD_C,Garnet,16,Alpha,EXP-003,DES-001,PRE-003,35,25,18,27.56380737,24.31034191,21.44994439,1.530894264,24.52899845,2,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.291040381,150.765762,0.519975389,1.368808626,48.09337978,3.015099146,45.18149614,4.445431855,2.950486611,32.68977213,3.040254889,0,6.367730903,11.28236688,1.193038536
0,A20007,/OK,2.0000311,DF_2,-4.997761063,1.99705608,MDL-002,Client_C,PRD_C,Garnet,16,Alpha,EXP-004,DES-001,PRE-003,35,25,18,29.88614926,27.8075603,25.2842345,1.209547536,27.8962332,2,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.295733998,150.6209577,0.51968628,1.368318616,48.1523894,3.020813498,45.26362944,4.455134599,2.949289563,32.62785349,3.038800454,0,6.368327955,11.2860688,1.190682021
0,A20008,/OK,2.100181224,DF_1,-7.512691629,2.097447563,MDL-003,Client_D,PRD_D,Topaz,8,Gamma,EXP-005,DES-001,PRE-001,27,20,13,23.74280403,22.26236026,20.38734952,0.747656802,22.3682157,2.1,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.29102316,150.5572115,0.52047238,1.371760276,48.07615282,3.018725098,45.21842932,4.450950157,2.948105897,32.69649133,3.037115801,0,6.348619522,11.274175,1.190246092
0,A20009,/OK,2.799980194,DF_1,-7.499381579,2.802309505,MDL-000,Client_A,PRD_A,Quartz,10,Alpha,EXP-004,DES-001,PRE-001,24,17,10,19.04398288,17.41543496,16.0492653,0.787340341,17.37200396,2.8,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.291224114,150.5951371,0.520181699,1.366773405,48.03959284,3.022490097,45.23593213,4.438446455,2.946988051,32.72311182,3.04647247,0,6.366711097,11.26840973,1.192141305
0,A20010,/패턴폭미달,2.803438102,DF_1,-7.497453077,2.898722622,MDL-000,Client_A,PRD_A,Quartz,10,Alpha,EXP-005,DES-001,PRE-004,24,17,10,16.89985886,15.61101307,14.73050391,0.429185452,15.52982388,2.9,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.28244574,150.8674455,0.519641105,1.369673718,48.06805579,3.017118696,45.18967622,4.441458267,2.944429313,32.68236231,3.039287692,0,6.362562943,11.2965171,1.189908779
0.0011,A20011,/OK,2.798421132,DF_1,-7.504475113,2.802762746,MDL-000,Client_A,PRD_A,Quartz,10,Alpha,EXP-004,DES-001,PRE-001,24,17,10,17.47627623,15.77101576,14.50129811,0.666777627,15.55093874,2.8,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.283416747,150.7964288,0.519609014,1.371559209,48.06995837,3.018505173,45.1382205,4.456848889,2.952559632,32.6745067,3.039990356,0,6.354375619,11.30013044,1.191261544
0,A20012,/OK,3.602487,DF_3,-11.20448507,3.598481186,MDL-004,Client_A,PRD_A,Quartz,10,Alpha,EXP-003,DES-003,PRE-005,32,25,18,24.75209958,22.95815785,21.13347566,0.998326285,22.76940707,3.6,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.356,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.3,1.35,43,2.6,42,2,10,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.39,53,3.4,48,30,4,50,4,1,7.5,1.3,6.164510209,157.2647179,0.540432539,1.370626284,47.98978228,2.899287014,43.35695521,3.182811897,3.219240703,29.79593945,3.04021166,0,6.500538905,11.37690479,1.141048526
0,A20013,/OK,2.09757512,DF_1,-7.508115753,2.099325052,MDL-005,Client_E,PRD_A,Jade,6,Alpha,EXP-004,DES-001,PRE-001,35,25,15,27.92794576,25.20935789,22.1792741,1.574702848,25.4180077,2.1,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.293484374,152.5309661,0.528977025,1.373906402,48.05706764,3.021428143,45.21894316,4.453807548,2.949483738,32.73378026,3.044001782,0,6.361052113,11.2518937,1.191238403
0.0006,A20014,/OK,2.803707161,DF_1,-7.512295567,2.80033239,MDL-006,Client_A,PRD_A,Quartz,10,Alpha,EXP-003,DES-001,PRE-001,24,17,10,17.28154576,16.0788283,15.10907237,0.566415852,16.03527138,2.8,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.288332157,152.6991702,0.529299662,1.371132691,48.06916016,3.018880614,45.14436942,4.450983356,2.951581026,32.69335689,3.038670357,0,6.373504793,11.26326365,1.18981402
0,A20015,/OK,2.806642571,DF_1,-7.492298683,2.803105231,MDL-006,Client_A,PRD_A,Quartz,10,Alpha,EXP-001,DES-001,PRE-004,24,17,10,17.56004961,15.73207987,14.86416777,0.555829955,15.6060195,2.8,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.290048873,152.5416503,0.53040443,1.372967004,48.07056377,3.022287446,45.26065064,4.456611397,2.955312828,32.71954043,3.034949212,0,6.368765551,11.28386626,1.189315187
0,A20016,/OK,2.697980391,DF_1,-7.497061547,2.702324792,MDL-007,Client_A,PRD_A,Quartz,10,Alpha,EXP-001,DES-001,PRE-001,24,17,10,18.74326631,17.92130831,17.18748226,0.360465235,17.93348297,2.7,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.284793688,152.4394946,0.530216058,1.371979078,48.05318762,3.027058714,45.22656399,4.447741439,2.947012969,32.70384949,3.039625468,0,6.352396133,11.28926436,1.192690152
0,A20017,/OK,2.700071726,DF_1,-7.48369554,2.69737059,MDL-000,Client_A,PRD_A,Quartz,10,Alpha,EXP-003,DES-001,PRE-001,24,17,10,19.48388988,17.75227656,16.46066543,0.661211051,17.66630446,2.7,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.298897021,152.4930888,0.529307368,1.371034967,48.17371547,3.021323617,45.26678017,4.455528705,2.950641929,32.67206502,3.037803693,0,6.36527599,11.28366489,1.190207373
0,A20018,/OK,2.700983457,DF_1,-7.496303891,2.698612629,MDL-004,Client_A,PRD_A,Quartz,10,Alpha,EXP-004,DES-001,PRE-001,24,17,10,18.18754268,17.41721554,16.51781146,0.406378877,17.34184752,2.7,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.285670164,152.4770095,0.529044522,1.373200328,48.19403013,3.019792718,45.25540329,4.457145951,2.946098028,32.67362744,3.035846796,0,6.363017359,11.27235447,1.191048023
0.0011,A20019,/OK,2.70257458,DF_1,-7.499919407,2.705000486,MDL-007,Client_A,PRD_A,Quartz,10,Alpha,EXP-001,DES-001,PRE-001,24,17,10,19.26883611,18.54131064,17.71201707,0.484375839,18.54205136,2.7,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.291873341,152.5719253,0.530276394,1.374093912,48.07058799,3.016608798,45.24104869,4.451604296,2.944409896,32.62217579,3.035095133,0,6.352999164,11.27057436,1.190477081
0,A20020,/OK,2.701116141,DF_1,-7.500246027,2.702517837,MDL-007,Client_A,PRD_A,Quartz,10,Alpha,EXP-001,DES-001,PRE-001,24,17,10,19.61052606,18.71168748,17.55037366,0.448360229,18.66392329,2.7,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.297475144,152.4675604,0.530340183,1.372372119,48.07965779,3.021092047,45.14771183,4.449584735,2.944537972,32.70753472,3.042363572,0,6.354321276,11.29059908,1.189126653
0,A20021,/OK,2.699759203,DF_1,-7.509997984,2.699365564,MDL-007,Client_A,PRD_A,Quartz,10,Alpha,EXP-001,DES-001,PRE-001,24,17,10,19.0088234,18.06636192,17.57296662,0.352936085,17.9061889,2.7,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.286240734,152.3233213,0.529554664,1.370542574,48.1209205,3.020277581,45.14564955,4.44661846,2.952059949,32.74665856,3.038553553,0,6.368978139,11.28933112,1.189525406
0,A20022,/OK,3.597339859,DF_3,-10.99292641,3.601506879,MDL-004,Client_A,PRD_A,Quartz,10,Alpha,EXP-003,DES-003,PRE-005,32,25,18,25.61032226,23.58620787,21.2494091,1.195444319,23.58993483,3.6,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.356,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.3,1.35,43,2.6,42,2,10,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.39,53,3.4,48,30,4,50,4,1,7.5,1.3,6.155730466,157.5800663,0.539455928,1.37508022,48.01290557,2.899630851,43.33784168,3.177456604,3.223346028,29.75525583,3.040146607,0,6.485641801,11.37732057,1.139114129
0,A20023,/기타 불량,3.595233507,DF_3,-11.00378843,3.651656357,MDL-004,Client_A,PRD_A,Quartz,10,Alpha,EXP-003,DES-003,PRE-005,32,25,18,25.54774139,23.98073103,22.05585413,0.913231456,23.92817341,3.65,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.356,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.3,1.35,43,2.6,42,2,10,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.39,53,3.4,48,30,4,50,4,1,7.5,1.3,6.159534379,157.262704,0.54068031,1.373401114,48.05162439,2.894767726,43.40818946,3.180682123,3.214801147,29.76332931,3.038254387,0,6.482980281,11.38535407,1.13861239
0,A20024,/OK,3.605132973,DF_3,-11.18517547,3.598297069,MDL-004,Client_A,PRD_A,Quartz,10,Alpha,EXP-003,DES-003,PRE-005,32,25,18,26.76504747,24.520274,22.10008457,1.245461333,24.51289698,3.6,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.356,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.3,1.35,43,2.6,42,2,10,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.39,53,3.4,48,30,4,50,4,1,7.5,1.3,6.173023752,157.6207316,0.540308131,1.370764677,48.01132643,2.900913619,43.3923738,3.180586706,3.217928298,29.77902106,3.038082635,0,6.489658988,11.37611188,1.141432538
0,A20025,/기타 불량,3.601339295,DF_3,-10.99640597,3.597901687,MDL-004,Client_A,PRD_A,Quartz,10,Alpha,EXP-003,DES-003,PRE-005,32,25,18,26.59558576,25.12328378,23.66202933,0.54052332,25.16940222,3.6,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.356,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.3,1.35,43,2.6,42,2,10,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.39,53,3.4,48,30,4,50,4,1,7.5,1.3,6.17684503,157.3456754,0.540258228,1.374030131,47.94963065,2.898401014,43.38823807,3.177438691,3.21835001,29.79993561,3.039464856,0,6.490881716,11.36591629,1.138471674
0,A20026,/OK,1.997504361,DF_2,-4.996474907,1.997848265,MDL-008,Client_C,PRD_C,Garnet,16,Alpha,EXP-002,DES-001,PRE-002,26,19,12,21.7865884,21.19446636,20.34866103,0.282709704,21.20722655,2,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.282990729,152.7547842,0.530899998,1.371100913,48.07238254,3.01851078,45.19304786,4.454768938,2.951490758,32.63547823,3.036397602,0,6.355649212,11.29247852,1.189737962
0,A20027,/OK,2.797287986,DF_1,-7.502603709,2.805787457,MDL-000,Client_A,PRD_A,Quartz,10,Alpha,EXP-004,DES-001,PRE-004,24,17,10,17.47479628,16.2734979,15.4442885,0.560878086,16.37280691,2.8,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.291217494,152.5808552,0.530529007,1.370805764,48.20774567,3.019287382,45.13444686,4.445238509,2.953314394,32.70785739,3.043335181,0,6.357323476,11.28025129,1.192023237
0,A20028,/미부식,2.799883619,DF_1,-7.507388289,2.602382672,MDL-009,Client_A,PRD_A,Quartz,10,Alpha,EXP-001,DES-001,PRE-004,25,18,11,20.41768473,18.63973847,17.1188664,0.916184461,18.98007949,2.6,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.335,44.5,2.72,42.9,2.3,19,2.3,5.6,10.5,0.96,4,125,0.3,1.32,43,2.6,42,2,15,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.42,53,3.4,48,30,4,45,4,1,7.5,1.3,5.286339943,152.8348101,0.530480198,1.373101237,48.18011779,3.021274785,45.22013572,4.448787391,2.946921592,32.70679661,3.036558474,0,6.366344719,11.27570315,1.190513464
0,A20029,/기타 불량,3.612787376,DF_3,-10.97800314,3.600902671,MDL-004,Client_A,PRD_A,Quartz,10,Alpha,EXP-003,DES-003,PRE-005,32,25,18,26.25496779,24.66702521,23.41248929,0.57159293,24.66072141,3.6,,,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,4.3,134,0.36,1.356,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.3,1.35,43,2.6,42,2,10,2,5.3,10.1,0.9,155,0.5,1.37,48,3,45,3,30,3,6.4,1.1,185,0.7,1.39,53,3.4,48,30,4,50,4,1,7.5,1.3,6.162706283,157.3824024,0.539216579,1.373477775,47.95879516,2.901909606,43.37933939,3.181704031,3.220734328,29.77699657,3.042541956,0,6.494430015,11.37688757,1.141125606
0,A20030,/OK,2.096275924,DF_2,-5.003442766,2.101437137,MDL-010,Client_B,PRD_B,Onyx,16,Beta,EXP-002,DES-002,PRE-006,50,40,30,41.85250271,39.56067881,37.7253642,0.76260147,39.46881767,2.1,,,155,1,1.35,48,3,45,3,30,3,6.4,1.1,4.3,134,0.79,1.315,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.7,1.3,43,2.6,42,2,10,2,5.3,10.1,0.9,155,1,1.35,48,3,45,3,30,3,6.4,1.1,185,1.3,1.4,53,3.4,48,30,4,50,4,1,7.5,1.3,46.82677981,154.1808635,1.039536757,1.350017041,47.79882407,2.90318074,45.99026505,5.087031477,3.217436229,31.63757405,3.118581667,0,6.434032901,11.38160398,1.119411864
0,A20031,/OK,2.101708319,DF_2,-4.996513264,2.099426964,MDL-010,Client_B,PRD_B,Onyx,16,Beta,EXP-002,DES-002,PRE-006,50,40,30,41.05297535,38.98169147,37.69225347,0.871263338,38.88905667,2.1,,,155,1,1.35,48,3,45,3,30,3,6.4,1.1,4.3,134,0.79,1.315,44.5,2.72,42.9,2.3,16,2.3,5.6,10.5,0.96,4,125,0.7,1.3,43,2.6,42,2,10,2,5.3,10.1,0.9,155,1,1.35,48,3,45,3,30,3,6.4,1.1,185,1.3,1.4,53,3.4,48,30,4,50,4,1,7.5,1.3,46.70663373,154.3806955,1.039370447,1.350568738,47.92203029,2.892776611,45.99008153,5.088009499,3.215818959,31.59639691,3.122311403,0,6.440692779,11.3871533,1.119676784
